Date,Tourn,Rnd,Match,Score,Tries,Pnts,Venue,Neut.
"Thu, 01 Oct 2015",WC,Pool A,WAL v FIJ,23-13,2:1,4-0,"Millennium Stadium, Cardiff",
"Thu, 01 Oct 2015",WC,Pool D,FRA v CAN,41-18,5:2,5-0,"Stadiummk, Milton Keynes",Y
"Fri, 02 Oct 2015",WC,Pool C,NZL v GEO,43-10,7:1,5-0,"Millennium Stadium, Cardiff",Y
"Sat, 03 Oct 2015",WC,Pool B,SAF v SCO,34-16,3:1,4-0,"St James Park, Newcastle",Y
"Sat, 03 Oct 2015",WC,Pool B,SAM v JAP,5-26,1:1,0-4,"Stadiummk, Milton Keynes",Y
"Sat, 03 Oct 2015",WC,Pool A,ENG v AUS,13-33,1:3,0-4,"Twickenham, London",
"Sun, 04 Oct 2015",WC,Pool D,IRE v ITA,16-9,1:0,4-1,"Olympic Stadium, London",Y
"Sun, 04 Oct 2015",WC,Pool C,ARG v TON,45-16,5:2,5-0,"Leicester City, Leicester",Y
"Tue, 06 Oct 2015",WC,Pool D,CAN v ROM,15-17,2:2,1-4,"Leicester City, Leicester",Y
"Tue, 06 Oct 2015",WC,Pool A,FIJ v URU,47-15,7:2,5-0,"Stadiummk, Milton Keynes",Y
"Wed, 07 Oct 2015",WC,Pool B,SAF v USA,64-0,10:0,5-0,"Olympic Stadium, London",Y
"Wed, 07 Oct 2015",WC,Pool C,NAM v GEO,16-17,1:2,1-4,"Sandy Park, Exeter",Y
"Fri, 09 Oct 2015",WC,Pool C,NZL v TON,47-9,7:0,5-0,"St James Park, Newcastle",Y
"Sat, 10 Oct 2015",WC,Pool A,AUS v WAL,15-6,0:0,4-0,"Twickenham, London",Y
"Sat, 10 Oct 2015",WC,Pool B,SCO v SAM,36-33,3:4,4-2,"St James Park, Newcastle",Y
"Sat, 10 Oct 2015",WC,Pool A,ENG v URU,60-3,10:0,5-0,Manchester City Stadium,
"Sun, 11 Oct 2015",WC,Pool C,ARG v NAM,64-19,9:2,5-0,"Leicester City, Leicester",Y
"Sun, 11 Oct 2015",WC,Pool D,FRA v IRE,9-24,0:2,0-4,"Millennium Stadium, Cardiff",Y
"Sun, 11 Oct 2015",WC,Pool D,ITA v ROM,32-22,4:3,5-0,"Sandy Park, Exeter",Y
"Sun, 11 Oct 2015",WC,Pool B,USA v JAP,18-28,2:3,0-4,"Kingsholm Stadium, Gloucester",Y
"Sat, 17 Oct 2015",WC,Quart,SAF v WAL,23-19,1:1,4-1,"Twickenham, London",Y
"Sat, 17 Oct 2015",WC,Quart,NZL v FRA,62-13,9:1,5-0,"Millennium Stadium, Cardiff",Y
"Sun, 18 Oct 2015",WC,Quart,IRE v ARG,20-43,2:4,0-5,"Millennium Stadium, Cardiff",Y
"Sun, 18 Oct 2015",WC,Quart,AUS v SCO,35-34,5:3,5-1,"Twickenham, London",Y
"Sat, 24 Oct 2015",WC,Semi,NZL v SAF,20-18,2:0,4-1,"Twickenham, London",Y
"Sun, 25 Oct 2015",WC,Semi,AUS v ARG,29-15,4:0,5-0,"Twickenham, London",Y
"Fri, 30 Oct 2015",WC,3&4,SAF v ARG,24-13,2:1,4-0,"Olympic Stadium, London",Y
"Sat, 31 Oct 2015",WC,Final,NZL v AUS,34-17,3:2,4-0,"Twickenham, London",Y
"Sat, 06 Feb 2016",6N,1,FRA v ITA,23-21,3:2,4-1,"Stade de France, Paris",
"Sat, 06 Feb 2016","6N,CA",1,SCO v ENG,9-15,0:2,1-4,"Murrayfield, Edinburgh",
"Sun, 07 Feb 2016",6N,1,IRE v WAL,16-16,1:1,2-2,"Lansdowne Rd, Dublin",
"Sat, 13 Feb 2016",6N,2,FRA v IRE,10-9,1:0,4-1,"Stade de France, Paris",
"Sat, 13 Feb 2016",6N,2,WAL v SCO,27-23,3:2,4-1,"Millennium Stadium, Cardiff",
"Sun, 14 Feb 2016",6N,2,ITA v ENG,9-40,0:5,0-5,"Olympic Stadium, Rome",
"Fri, 26 Feb 2016",6N,3,WAL v FRA,19-10,1:1,4-0,"Millennium Stadium, Cardiff",
"Sat, 27 Feb 2016",6N,3,ITA v SCO,20-36,2:3,0-4,"Olympic Stadium, Rome",
"Sat, 27 Feb 2016",6N,3,ENG v IRE,21-10,2:1,4-0,"Twickenham, London",
"Sat, 12 Mar 2016",6N,4,IRE v ITA,58-15,9:2,5-0,"Lansdowne Rd, Dublin",
"Sat, 12 Mar 2016",6N,4,ENG v WAL,25-21,1:3,4-1,"Twickenham, London",
"Sun, 13 Mar 2016",6N,4,SCO v FRA,29-18,3:2,4-0,"Murrayfield, Edinburgh",
"Sat, 19 Mar 2016",6N,5,WAL v ITA,67-14,9:2,5-0,"Millennium Stadium, Cardiff",
"Sat, 19 Mar 2016",6N,5,IRE v SCO,35-25,4:3,5-0,"Lansdowne Rd, Dublin",
"Sat, 19 Mar 2016",6N,5,FRA v ENG,21-31,0:3,0-4,"Stade de France, Paris",
"Sun, 29 May 2016",,,ENG v WAL,27-13,5:1,5-0,"Twickenham, London",
"Sat, 11 Jun 2016","ST,CC",1,AUS v ENG,28-39,4:3,1-4,"Suncorp Stadium, Brisbane",
"Sat, 11 Jun 2016",ST,,ARG v ITA,30-24,2:2,4-1,Sante Fe,
"Sat, 11 Jun 2016",ST,1,SAF v IRE,20-26,2:2,1-4,"Newlands, Cape Town",
"Sat, 11 Jun 2016",ST,1,NZL v WAL,39-21,5:2,5-0,"Eden Park, Auckland",
"Sat, 18 Jun 2016","ST,CC",2,AUS v ENG,7-23,1:2,0-4,"AAMI Park, Melbourne",
"Sat, 18 Jun 2016",ST,,USA v ITA,20-24,2:2,1-4,San Jose,
"Sat, 18 Jun 2016",ST,2,SAF v IRE,32-26,4:2,5-1,"Ellis Park, Johannesburg",
"Sat, 18 Jun 2016",ST,1,JAP v SCO,13-26,1:2,0-4,"Toyota Stadium, Aichi",
"Sat, 18 Jun 2016",ST,2,NZL v WAL,36-22,5:3,5-0,"Westpac Trust, Wellington",
"Sun, 19 Jun 2016",ST,1,ARG v FRA,30-19,3:1,4-0,Tucuman,
"Sat, 25 Jun 2016","ST,CC",3,AUS v ENG,40-44,5:4,2-5,"Football Stadium, Sydney",
"Sat, 25 Jun 2016",ST,2,ARG v FRA,0-27,0:3,0-4,Tucuman,
"Sat, 25 Jun 2016",ST,3,SAF v IRE,19-13,1:1,4-1,"N. Mandela Bay, Pt Elizabeth",
"Sat, 25 Jun 2016",ST,2,JAP v SCO,16-21,1:0,1-4,"Ajinimoto Stadium, Tokyo",
"Sat, 25 Jun 2016",ST,3,NZL v WAL,46-6,6:0,5-0,"Otago Stadium, Dunedin",
"Sun, 26 Jun 2016",ST,,CAN v ITA,18-20,0:1,1-4,"BMO Field, Toronto",
"Sat, 20 Aug 2016",RC,,SAF v ARG,30-23,3:2,4-1,"Mbombela Stadium, Nelspruit",
"Sat, 20 Aug 2016","RC,BC",n,AUS v NZL,8-42,1:6,0-5,"Stadium Australia, Sydney",
"Sat, 27 Aug 2016",RC,,ARG v SAF,26-24,2:2,4-1,Salta,
"Sat, 27 Aug 2016","RC,BC",n,NZL v AUS,29-9,4:0,5-0,"Westpac Trust, Wellington",
"Sat, 10 Sep 2016","RC,MP",a,AUS v SAF,23-17,2:2,4-1,"Suncorp Stadium, Brisbane",
"Sat, 10 Sep 2016",RC,,NZL v ARG,57-22,8:1,5-0,"Waikato Stadium, Hamilton",
"Sat, 17 Sep 2016",RC,,AUS v ARG,36-20,5:2,5-0,Perth Oval,
"Sat, 17 Sep 2016","RC,FC",n,NZL v SAF,41-13,6:1,5-0,"Rugby League Pk, Christchurch",
"Sat, 01 Oct 2016","RC,MP",a,SAF v AUS,18-10,0:1,4-0,"Loftus Versfeld, Pretoria",
"Sat, 01 Oct 2016",RC,,ARG v NZL,17-36,2:5,0-5,"River Plate, Buenos Aires",
"Sat, 08 Oct 2016","RC,FC",n,SAF v NZL,15-57,0:9,0-5,"Kings Park Stadium, Durban",
"Sat, 08 Oct 2016",RC,,ARG v AUS,21-33,2:4,0-5,"Twickenham, London",Y
"Sat, 22 Oct 2016",BC,n,NZL v AUS,37-10,6:1,5-0,"Eden Park, Auckland",
"Sat, 05 Nov 2016",AI,1,NZL v IRE,29-40,4:5,1-5,Chicago,Y
"Sat, 05 Nov 2016",AI,,WAL v AUS,8-32,1:5,0-5,"Millennium Stadium, Cardiff",
"Sat, 05 Nov 2016",AI,,JAP v ARG,20-54,2:7,0-5,"Prince Chichibu Stadium, Tokyo",
"Sat, 12 Nov 2016",AI,,ITA v NZL,10-68,01:10,0-5,"Olympic Stadium, Rome",
"Sat, 12 Nov 2016","AI,HC",,SCO v AUS,22-23,3:2,1-4,"Murrayfield, Edinburgh",
"Sat, 12 Nov 2016",AI,,FRA v SAM,52-8,6:1,5-0,Stade Toulouse,
"Sat, 12 Nov 2016",AI,,ENG v SAF,37-21,4:2,5-0,"Twickenham, London",
"Sat, 12 Nov 2016",AI,,IRE v CAN,52-21,8:3,5-0,"Lansdowne Rd, Dublin",
"Sat, 12 Nov 2016",AI,,WAL v ARG,24-20,2:2,4-1,"Millennium Stadium, Cardiff",
"Sat, 19 Nov 2016",AI,2,IRE v NZL,9-21,0:3,0-4,"Lansdowne Rd, Dublin",
"Sat, 19 Nov 2016",AI,,FRA v AUS,23-25,3:3,1-4,"Stade de France, Paris",
"Sat, 19 Nov 2016",AI,,SCO v ARG,19-16,1:1,4-1,"Murrayfield, Edinburgh",
"Sat, 19 Nov 2016",AI,,ITA v SAF,20-18,2:2,4-1,Florence,
"Sat, 19 Nov 2016",AI,,WAL v JAP,33-30,3:3,4-1,"Millennium Stadium, Cardiff",
"Sat, 19 Nov 2016",AI,,ENG v FIJ,58-15,9:3,5-0,"Twickenham, London",
"Sat, 26 Nov 2016",AI,,ITA v TON,17-19,2:1,1-4,Padua,
"Sat, 26 Nov 2016",AI,,ENG v ARG,27-14,2:2,4-0,"Twickenham, London",
"Sat, 26 Nov 2016",AI,,SCO v GEO,43-16,6:2,5-0,"Rugby Park, Kilmarnock",
"Sat, 26 Nov 2016",AI,,IRE v AUS,27-24,3:3,4-1,"Lansdowne Rd, Dublin",
"Sat, 26 Nov 2016",AI,,WAL v SAF,27-13,2:1,4-0,"Millennium Stadium, Cardiff",
"Sat, 26 Nov 2016","AI,DG",,FRA v NZL,19-24,1:3,1-4,"Stade de France, Paris",
"Sat, 03 Dec 2016","AI,CC",e,ENG v AUS,37-21,4:2,5-0,"Twickenham, London",
"Sat, 04 Feb 2017",6N,1,SCO v IRE,27-22,3:3,4-1,"Murrayfield, Edinburgh",
"Sat, 04 Feb 2017",6N,1,ENG v FRA,19-16,1:1,4-1,"Twickenham, London",
"Sun, 05 Feb 2017",6N,1,ITA v WAL,7-33,1:3,0-4,"Olympic Stadium, Rome",
"Sat, 11 Feb 2017",6N,2,ITA v IRE,10-63,1:9,0-5,"Olympic Stadium, Rome",
"Sat, 11 Feb 2017",6N,2,WAL v ENG,16-21,1:2,1-4,"Millennium Stadium, Cardiff",
"Sun, 12 Feb 2017",6N,2,FRA v SCO,22-16,1:2,4-1,"Stade de France, Paris",
"Sat, 25 Feb 2017",6N,3,SCO v WAL,29-13,2:1,4-0,"Murrayfield, Edinburgh",
"Sat, 25 Feb 2017",6N,3,IRE v FRA,19-9,1:0,4-0,"Lansdowne Rd, Dublin",
"Sun, 26 Feb 2017",6N,3,ENG v ITA,36-15,5:2,5-0,"Twickenham, London",
"Fri, 10 Mar 2017",6N,4,WAL v IRE,22-9,3:0,4-0,"Millennium Stadium, Cardiff",
"Sat, 11 Mar 2017",6N,4,ITA v FRA,18-40,2:4,0-5,"Olympic Stadium, Rome",
"Sat, 11 Mar 2017","6N,CA",4,ENG v SCO,61-21,7:3,5-0,"Twickenham, London",
"Sat, 18 Mar 2017",6N,5,SCO v ITA,29-0,4:0,5-0,"Murrayfield, Edinburgh",
"Sat, 18 Mar 2017",6N,5,FRA v WAL,20-18,2:0,4-1,"Stade de France, Paris",
"Sat, 18 Mar 2017",6N,5,IRE v ENG,13-9,1:0,4-1,"Lansdowne Rd, Dublin",
"Sat, 10 Jun 2017",,,JAP v ROM,33-21,3:2,4-0,Kumamoto Stadium,
"Sat, 10 Jun 2017",,,AUS v FIJ,37-14,5:2,5-0,"AAMI Park, Melbourne",
"Sat, 10 Jun 2017",,,CAN v GEO,0-13,0:1,0-4,Calgary,
"Sat, 10 Jun 2017",,,USA v IRE,19-55,3:9,0-5,"Harrison, New Jersey",
"Sat, 10 Jun 2017",ST,1,ARG v ENG,34-38,4:4,2-5,San Juan,
"Sat, 10 Jun 2017",ST,1,SAF v FRA,37-14,4:2,5-0,"Loftus Versfeld, Pretoria",
"Sat, 10 Jun 2017",,,ITA v SCO,13-34,2:5,0-5,"National Stadium, Kallang",Y
"Fri, 16 Jun 2017",,,TON v WAL,6-24,0:2,0-4,"Eden Park, Auckland",Y
"Fri, 16 Jun 2017",,,NZL v SAM,78-0,12:0,5-0,"Eden Park, Auckland",
"Sat, 17 Jun 2017",ST,,JAP v IRE,22-50,3:7,0-5,Shizuoka Stadium ECOPA,
"Sat, 17 Jun 2017",,,FIJ v ITA,22-19,3:1,4-1,"National Stadium, Suva",
"Sat, 17 Jun 2017","ST,HC",,AUS v SCO,19-24,3:3,1-4,"Football Stadium, Sydney",
"Sat, 17 Jun 2017",,,CAN v ROM,9-25,0:3,0-4,Edmonton,
"Sat, 17 Jun 2017",ST,2,ARG v ENG,25-35,3:4,0-5,Sante Fe,
"Sat, 17 Jun 2017",ST,2,SAF v FRA,37-15,4:2,5-0,"Kings Park Stadium, Durban",
"Sat, 17 Jun 2017",,,USA v GEO,17-21,2:2,1-4,"Kennesaw, Georgia",
"Fri, 23 Jun 2017",,,SAM v WAL,17-19,2:2,1-4,Apia,
"Sat, 24 Jun 2017",,,FIJ v SCO,27-22,2:3,4-1,"National Stadium, Suva",
"Sat, 24 Jun 2017",,,JAP v IRE,13-35,2:5,0-5,"Ajinimoto Stadium, Tokyo",
"Sat, 24 Jun 2017",ST,,AUS v ITA,40-27,6:3,5-0,"Suncorp Stadium, Brisbane",
"Sat, 24 Jun 2017",ST,,ARG v GEO,45-29,5:4,5-1,Jujuy,
"Sat, 24 Jun 2017",ST,3,SAF v FRA,35-12,4:0,5-0,"Ellis Park, Johannesburg",
"Sat, 24 Jun 2017",LT,1,NZL v LIO,30-15,3:2,4-0,"Eden Park, Auckland",
"Sat, 01 Jul 2017",LT,2,NZL v LIO,21-24,0:2,1-4,"Westpac Trust, Wellington",
"Sat, 08 Jul 2017",LT,3,NZL v LIO,15-15,2:0,2-2,"Eden Park, Auckland",
"Sat, 19 Aug 2017",RC,1,SAF v ARG,37-15,4:2,4-0,"N. Mandela Bay, Pt Elizabeth",
"Sat, 19 Aug 2017","RC,BC",n,AUS v NZL,34-54,4:8,0-5,"Stadium Australia, Sydney",
"Sat, 26 Aug 2017",RC,,ARG v SAF,23-41,2:5,0-5,Salta,
"Sat, 26 Aug 2017","RC,BC",n,NZL v AUS,35-29,5:5,4-1,"Otago Stadium, Dunedin",
"Sat, 09 Sep 2017","RC,MP",a,AUS v SAF,23-23,2:2,2-2,"Subiaco Oval, Perth_AUS",
"Sat, 09 Sep 2017",RC,,NZL v ARG,39-22,6:1,5-0,New Plymouth,
"Sat, 16 Sep 2017","RC,FC",n,NZL v SAF,57-0,8:0,5-0,Albany,
"Sat, 16 Sep 2017",RC,,AUS v ARG,45-20,6:2,5-0,"Bruce Stadium, Canberra",
"Sat, 30 Sep 2017","RC,MP",a,SAF v AUS,27-27,3:3,2-2,"Vodacom Park, Bloemfontein",
"Sat, 30 Sep 2017",RC,,ARG v NZL,10-36,1:5,0-5,"Velez Sarsfield, Buenos Aires",
"Sat, 07 Oct 2017","RC,FC",n,SAF v NZL,24-25,3:3,1-4,"Newlands, Cape Town",
"Sat, 07 Oct 2017",RC,,ARG v AUS,20-37,2:5,0-5,Mendoza,
"Sat, 21 Oct 2017",BC,n,AUS v NZL,23-18,3:2,4-1,"Suncorp Stadium, Brisbane",
"Sat, 04 Nov 2017",AI,,JAP v AUS,30-63,3:9,0-5,Yokohama International Stadium,
"Sat, 11 Nov 2017",AI,,GEO v CAN,54-22,6:3,5-0,Tbilisi,
"Sat, 11 Nov 2017",AI,,SCO v SAM,44-38,6:5,5-2,"Murrayfield, Edinburgh",
"Sat, 11 Nov 2017",AI,,ITA v FIJ,19-10,1:1,4-0,Catania,
"Sat, 11 Nov 2017",AI,,ENG v ARG,21-8,2:1,4-0,"Twickenham, London",
"Sat, 11 Nov 2017",AI,,WAL v AUS,21-29,2:4,0-5,"Millennium Stadium, Cardiff",
"Sat, 11 Nov 2017",AI,,IRE v SAF,38-3,4:0,5-0,"Lansdowne Rd, Dublin",
"Sat, 11 Nov 2017","AI,DG",,FRA v NZL,18-38,2:5,0-5,"Stade de France, Paris",
"Sat, 18 Nov 2017",AI,,WAL v GEO,13-6,1:0,4-1,"Millennium Stadium, Cardiff",
"Sat, 18 Nov 2017",AI,,ROM v SAM,17-13,2:1,4-1,Bucharest,
"Sat, 18 Nov 2017",AI,,ITA v ARG,15-31,0:3,0-4,Florence,
"Sat, 18 Nov 2017","AI,CC",e,ENG v AUS,30-6,4:0,5-0,"Twickenham, London",
"Sat, 18 Nov 2017",AI,,NAM v URU,36-52,5:7,1-5,Windhoek,
"Sat, 18 Nov 2017",AI,,JAP v TON,39-6,5:0,5-0,Stade Toulouse,Y
"Sat, 18 Nov 2017",AI,,SCO v NZL,17-22,2:3,1-4,"Murrayfield, Edinburgh",
"Sat, 18 Nov 2017",AI,,IRE v FIJ,23-20,3:2,4-1,"Lansdowne Rd, Dublin",
"Sat, 18 Nov 2017",AI,,FRA v SAF,17-18,2:2,1-4,"Stade de France, Paris",
"Sat, 25 Nov 2017",AI,,CAN v FIJ,17-57,2:9,0-5,"De L'Egassiairal, Narbonne",Y
"Sat, 25 Nov 2017",AI,,ITA v SAF,6-35,0:6,0-5,Padua,
"Sat, 25 Nov 2017",AI,,ROM v TON,20-25,2:3,1-4,Bucharest,
"Sat, 25 Nov 2017","AI,HC",,SCO v AUS,53-24,8:4,5-1,"Murrayfield, Edinburgh",
"Sat, 25 Nov 2017",AI,,ENG v SAM,48-14,7:2,5-0,"Twickenham, London",
"Sat, 25 Nov 2017",AI,,NAM v URU,34-39,5:5,2-5,Windhoek,
"Sat, 25 Nov 2017",AI,,WAL v NZL,18-33,2:5,0-5,"Millennium Stadium, Cardiff",
"Sat, 25 Nov 2017",AI,,IRE v ARG,28-19,3:3,4-0,"Lansdowne Rd, Dublin",
"Sat, 25 Nov 2017",AI,,GEO v USA,21-20,3:3,4-1,Tbilisi,
"Sat, 25 Nov 2017",AI,,FRA v JAP,23-23,2:3,2-2,"Stade de France, Paris",
"Sat, 02 Dec 2017",AI,,WAL v SAF,24-22,3:3,4-1,"Millennium Stadium, Cardiff",
"Sat, 03 Feb 2018",6N,1,WAL v SCO,34-7,4:1,5-0,"Millennium Stadium, Cardiff",
"Sat, 03 Feb 2018",6N,1,FRA v IRE,13-15,1:0,1-4,"Stade de France, Paris",
"Sun, 04 Feb 2018",6N,1,ITA v ENG,15-46,2:7,0-5,"Stadio Flaminio, Rome",
"Sat, 10 Feb 2018",6N,2,IRE v ITA,56-19,8:3,5-0,"Lansdowne Rd, Dublin",
"Sat, 10 Feb 2018",6N,2,ENG v WAL,12-6,2:0,4-1,"Twickenham, London",
"Sun, 11 Feb 2018",6N,2,SCO v FRA,32-26,2:2,4-1,"Murrayfield, Edinburgh",
"Fri, 23 Feb 2018",6N,3,FRA v ITA,34-17,3:1,4-0,Marseille,
"Sat, 24 Feb 2018",6N,3,IRE v WAL,37-27,5:3,5-0,"Lansdowne Rd, Dublin",
"Sat, 24 Feb 2018","6N,CA",3,SCO v ENG,25-13,3:1,4-0,"Murrayfield, Edinburgh",
"Sat, 10 Mar 2018",6N,4,IRE v SCO,28-8,4:1,5-0,"Lansdowne Rd, Dublin",
"Sat, 10 Mar 2018",6N,4,FRA v ENG,22-16,1:1,4-1,"Stade de France, Paris",
"Sun, 11 Mar 2018",6N,4,WAL v ITA,38-14,5:2,5-0,"Millennium Stadium, Cardiff",
"Sat, 17 Mar 2018",6N,5,ITA v SCO,27-29,3:4,1-5,"Stadio Flaminio, Rome",
"Sat, 17 Mar 2018",6N,5,ENG v IRE,15-24,3:3,0-4,"Twickenham, London",
"Sat, 17 Mar 2018",6N,5,WAL v FRA,14-13,1:1,4-1,"Millennium Stadium, Cardiff",
"Sat, 02 Jun 2018",ST,,SAF v WAL,20-22,2:3,1-4,Washington DC,Y
"Sat, 09 Jun 2018",ST,1,AUS v IRE,18-9,2:0,4-0,"Suncorp Stadium, Brisbane",
"Sat, 09 Jun 2018",ST,1,ARG v WAL,10-23,1:2,0-4,San Juan,
"Sat, 09 Jun 2018",ST,1,JAP v ITA,34-17,4:2,5-0,Oita Stadium,
"Sat, 09 Jun 2018",ST,,CAN v SCO,10-48,1:7,0-5,Edmonton,
"Sat, 09 Jun 2018",ST,1,SAF v ENG,42-39,5:5,5-2,"Ellis Park, Johannesburg",
"Sat, 09 Jun 2018","ST,DG",1,NZL v FRA,52-11,8:1,5-0,"Eden Park, Auckland",
"Sat, 16 Jun 2018",ST,2,AUS v IRE,21-26,3:2,1-4,"Colonial Stadium, Melbourne",
"Sat, 16 Jun 2018",ST,2,ARG v WAL,12-30,2:2,0-4,Sante Fe,
"Sat, 16 Jun 2018",ST,2,JAP v ITA,22-25,3:3,1-4,Kobe Misaki Stadium,
"Sat, 16 Jun 2018",ST,,USA v SCO,30-29,3:4,4-2,Houston,
"Sat, 16 Jun 2018",ST,2,SAF v ENG,23-12,2:2,4-0,"Vodacom Park, Bloemfontein",
"Sat, 16 Jun 2018","ST,DG",2,NZL v FRA,26-13,4:1,5-0,"Westpac Trust, Wellington",
"Sat, 23 Jun 2018",ST,3,AUS v IRE,16-20,1:1,1-4,"Stadium Australia, Sydney",
"Sat, 23 Jun 2018",ST,,ARG v SCO,15-44,2:6,0-5,Resistencia,
"Sat, 23 Jun 2018",ST,,JAP v GEO,28-0,3:0,4-0,"Toyota Stadium, Aichi",
"Sat, 23 Jun 2018",,,FIJ v TON,19-27,3:3,0-4,"National Stadium, Suva",
"Sat, 23 Jun 2018",ST,3,SAF v ENG,10-25,1:1,0-4,"Newlands, Cape Town",
"Sat, 23 Jun 2018","ST,DG",3,NZL v FRA,49-14,7:2,5-0,"Otago Stadium, Dunedin",
"Sat, 18 Aug 2018",RC,,SAF v ARG,34-21,6:3,5-0,"Kings Park Stadium, Durban",
"Sat, 18 Aug 2018","RC,BC",n,AUS v NZL,13-38,1:6,0-5,"Stadium Australia, Sydney",
"Sat, 25 Aug 2018",RC,,ARG v SAF,32-19,4:3,4-0,Mendoza,
"Sat, 25 Aug 2018","RC,BC",n,NZL v AUS,40-12,6:2,5-0,"Eden Park, Auckland",
"Sat, 08 Sep 2018","RC,MP",a,AUS v SAF,23-18,2:2,4-1,"Suncorp Stadium, Brisbane",
"Sat, 08 Sep 2018",RC,,NZL v ARG,46-24,6:3,5-0,"Trafalgar Park, Nelson",
"Sat, 15 Sep 2018",RC,,AUS v ARG,19-23,3:2,1-4,"Robina Stadium, Gold Coast",
"Sat, 15 Sep 2018","RC,FC",n,NZL v SAF,34-36,6:5,1-4,"Westpac Trust, Wellington",
"Sat, 29 Sep 2018",RC,,ARG v NZL,17-35,2:5,0-5,"Velez Sarsfield, Buenos Aires",
"Sat, 29 Sep 2018","RC,MP",a,SAF v AUS,23-12,2:2,4-0,"N. Mandela Bay, Pt Elizabeth",
"Sat, 06 Oct 2018","RC,FC",n,SAF v NZL,30-32,3:4,1-4,"Loftus Versfeld, Pretoria",
"Sat, 06 Oct 2018",RC,,ARG v AUS,34-45,4:6,0-4,Salta,
"Sat, 27 Oct 2018",BC,n,NZL v AUS,37-20,5:2,5-0,Yokohama International Stadium,Y
"Sat, 03 Nov 2018",AI,,JAP v NZL,31-69,05:10,1-5,"Ajinimoto Stadium, Tokyo",
"Sat, 03 Nov 2018",AI,,ENG v SAF,12-11,0:1,4-1,"Twickenham, London",
"Sat, 03 Nov 2018",AI,,WAL v SCO,21-10,2:1,4-0,"Millennium Stadium, Cardiff",
"Sat, 03 Nov 2018",AI,,IRE v ITA,54-7,8:1,5-0,Chicago,Y
"Sat, 10 Nov 2018","AI,HS",n,ENG v NZL,15-16,2:1,1-4,"Twickenham, London",
"Sat, 10 Nov 2018",AI,,FRA v SAF,26-29,2:2,1-4,"Stade de France, Paris",
"Sat, 10 Nov 2018",AI,,ITA v GEO,28-17,4:2,5-0,Florence,
"Sat, 10 Nov 2018",AI,,SCO v FIJ,54-17,8:2,5-0,"Murrayfield, Edinburgh",
"Sat, 10 Nov 2018",AI,,WAL v AUS,9-6,0:0,4-1,"Millennium Stadium, Cardiff",
"Sat, 10 Nov 2018",AI,,IRE v ARG,28-17,4:1,5-0,"Lansdowne Rd, Dublin",
"Sat, 17 Nov 2018",AI,,FRA v ARG,28-13,3:1,4-0,Lille,
"Sat, 17 Nov 2018",AI,,ITA v AUS,7-26,1:4,0-5,Padua,
"Sat, 17 Nov 2018",AI,,ENG v JAP,35-15,4:2,5-0,"Twickenham, London",
"Sat, 17 Nov 2018",AI,,SCO v SAF,20-26,2:2,1-4,"Murrayfield, Edinburgh",
"Sat, 17 Nov 2018",AI,,WAL v TON,74-24,9:3,5-0,"Millennium Stadium, Cardiff",
"Sat, 17 Nov 2018",AI,,IRE v NZL,16-9,1:0,4-1,"Lansdowne Rd, Dublin",
"Sat, 24 Nov 2018",AI,,ITA v NZL,3-66,00:10,0-5,"Olympic Stadium, Rome",
"Sat, 24 Nov 2018",AI,,FRA v FIJ,14-21,2:2,1-4,"Stade de France, Paris",
"Sat, 24 Nov 2018",AI,,ENG v AUS,37-18,4:2,5-0,"Twickenham, London",
"Sat, 24 Nov 2018",AI,,SCO v ARG,14-9,1:0,4-1,"Murrayfield, Edinburgh",
"Sat, 24 Nov 2018",AI,,WAL v SAF,20-11,2:1,4-0,"Millennium Stadium, Cardiff",
"Sat, 24 Nov 2018",AI,,IRE v USA,57-14,8:2,5-0,"Lansdowne Rd, Dublin",
"Fri, 01 Feb 2019",6N,1,FRA v WAL,19-24,2:3,1-4,"Stade de France, Paris",
"Sat, 02 Feb 2019",6N,1,SCO v ITA,33-20,5:3,5-0,"Murrayfield, Edinburgh",
"Sat, 02 Feb 2019",6N,1,IRE v ENG,20-32,2:4,0-5,"Lansdowne Rd, Dublin",
"Sat, 09 Feb 2019",6N,2,SCO v IRE,13-22,1:3,0-4,"Murrayfield, Edinburgh",
"Sat, 09 Feb 2019",6N,2,ITA v WAL,15-26,2:2,0-4,"Stadio Flaminio, Rome",
"Sun, 10 Feb 2019",6N,2,ENG v FRA,44-8,6:1,5-0,"Twickenham, London",
"Sat, 23 Feb 2019",6N,3,FRA v SCO,27-10,4:1,5-0,"Stade de France, Paris",
"Sat, 23 Feb 2019",6N,3,WAL v ENG,21-13,2:1,4-0,"Millennium Stadium, Cardiff",
"Sun, 24 Feb 2019",6N,3,ITA v IRE,16-26,2:4,0-5,"Stadio Flaminio, Rome",
"Sat, 09 Mar 2019",6N,4,SCO v WAL,11-18,1:2,1-4,"Murrayfield, Edinburgh",
"Sat, 09 Mar 2019",6N,4,ENG v ITA,57-14,8:2,5-0,"Twickenham, London",
"Sun, 10 Mar 2019",6N,4,IRE v FRA,26-14,4:2,5-0,"Lansdowne Rd, Dublin",
"Sat, 16 Mar 2019",6N,5,ITA v FRA,14-25,1:3,0-4,"Stadio Flaminio, Rome",
"Sat, 16 Mar 2019",6N,5,WAL v IRE,25-7,1:1,4-0,"Millennium Stadium, Cardiff",
